location,n_peak,peak_magnitude_norm,hosp_patients_norm,icu_patients_norm,total_tests_norm,new_tests_norm,total_cases_norm,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
Venezuela,1,0.002995739190530469,,,,,22.704797190533046,87.06,-33.0,,,0.95,,,82.41,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,72.06,0.711
Venezuela,2,0.0066419626171056855,,,,,65.0567304653097,89.02,-27.0,265343.0,0.0,1.03,,,87.96,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,72.06,0.711
Venezuela,3,0.002819812686990852,,,,,176.2577718746528,72.43,19.0,22217345.0,15986166.0,0.83,,,28.7,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,72.06,0.711
Vietnam,1,0.03587599586218961,,,,,37.615504204496524,79.11,-70.0,16056222.0,2039251.0,1.14,,,72.69,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,75.4,0.704
Vietnam,2,0.024272119146903543,,,7.385776191748198,4.545760650766242,155.2802468490278,74.29,-36.0,75840088.0,61549852.0,1.07,0.0931,10.7,68.52,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,75.4,0.704
Yemen,1,0.0034038634316584837,,,,,0.27680626831074284,28.45,-6.0,,,1.18,,,63.89,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,66.12,0.47
Yemen,2,0.004557080623990858,,,,,1.5735977196148627,21.1,28.0,0.0,0.0,1.06,,,34.26,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,66.12,0.47
Yemen,3,0.002905979139040018,,,,,2.7241147684704146,12.56,54.0,307605.0,14841.0,1.07,,,29.63,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,66.12,0.47
Yemen,4,0.0022288902721914095,,,,,3.789031774637455,6.38,62.0,602163.0,360428.0,0.96,,,26.85,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,66.12,0.47
Zambia,1,0.0036702999050191544,,,0.03662452101953965,0.07145629245326947,1.5749981620617086,55.22,-3.0,,,0.78,0.1914,5.2,50.93,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,63.89,0.584
Zambia,2,0.00812599192512184,,,0.4716802381650912,0.600137722490292,27.28446480478981,47.17,-13.0,98.0,88.0,1.07,0.1085,9.2,49.07,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,63.89,0.584
Zambia,3,0.03021642578796286,,,0.996576915907307,0.5890387421536155,83.41782211896765,52.78,3.0,222738.0,14459.0,1.01,0.2419,4.1,49.07,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,63.89,0.584
Zambia,4,0.004103712240013653,,,1.612409653639406,0.6536770895429266,148.8193565371435,76.55,18.0,1585185.0,1332136.0,1.06,0.2948,3.4,37.96,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,63.89,0.584
Zimbabwe,1,0.003145077411328033,,,0.043541780702060696,0.0715602811550439,2.796814321809632,55.8,-26.0,,,1.09,0.1445,6.9,80.56,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,61.49,0.571
Zimbabwe,2,0.02420287688232528,,,0.18887541096638782,0.29273455753979993,19.4855995204401,68.2,-42.0,0.0,0.0,0.91,0.2101,4.8,84.26,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,61.49,0.571
Zimbabwe,3,0.04512375841752654,,,0.5858083638198905,0.7861029403920747,63.401083912977136,50.25,21.0,1465554.0,677774.0,0.99,0.1995,5.0,62.04,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,61.49,0.571
Zimbabwe,4,0.01208263370458763,,,1.1335844259914627,0.23807045387969697,141.93716729024604,62.11,104.0,4157183.0,3140338.0,0.77,0.2791,3.6,52.78,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,61.49,0.571
